message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
The perfect landing isnâ€™t made on a single day. USA Gymnastics #RuleYourself _Ÿ‡º_Ÿ‡¸,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154313668351287/?type=3,https://www.facebook.com/Underarmour/posts/10154313668351287:0,2016-08-16T20:00:00+0000,photo,Timeline Photos,8741241286_10154313668351287,19,454,NONE,408,FALSE,FALSE,ranked,284,FALSE,"https://graph.facebook.com/v2.8/8741241286/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&__paging_token=enc_AdDljXWhsCQ22fk6QDLceQpv9CF3kgZCZCsHULIV0vKv10GfHDSJDxjRWJZAqh3cYXOyzz5A65uHpS4XY9E3cVuiMah&since=1471377600&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&__previous=1","https://graph.facebook.com/v2.8/8741241286/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&__paging_token=enc_AdA7DDYPsN3XnOIDoaRD2q9naIcFiYr8zBZAzGVT0ESbho3nzcrztSXx8m4UeoAdr0nHyhl0RcFhkSCLizPsPteZCE&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&until=1457451065"
Rule: Eat. Sleep. Sweat. Stretch. Repeat. USA Gymnastics #RuleYourself _Ÿ‡º_Ÿ‡¸,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154312931701287/?type=3,https://www.facebook.com/Underarmour/posts/10154312931701287:0,2016-08-16T16:00:00+0000,photo,Timeline Photos,8741241286_10154312931701287,4,410,NONE,385,FALSE,FALSE,ranked,110,FALSE,,
Rule: Persistence. Poise. Passion. Natasha Hastings #RuleYourself _Ÿ‡º_Ÿ‡¸,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154311509981287/?type=3,https://www.facebook.com/Underarmour/posts/10154311509981287:0,2016-08-15T23:59:13+0000,photo,Timeline Photos,8741241286_10154311509981287,18,712,NONE,680,FALSE,FALSE,ranked,88,FALSE,,
"â€œI find inspiration everyday in knowing that if I put in the work, I can do anything I  want.â€ù - Will Barton  There's always another level. #UAPursuit  Shop the collection: undrarmr.co/2b6MxUq",https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154310700886287/?type=3,https://www.facebook.com/Underarmour/posts/10154310700886287:0,2016-08-15T18:14:03+0000,photo,Timeline Photos,8741241286_10154310700886287,17,457,NONE,440,FALSE,FALSE,ranked,63,FALSE,,
Reach for something greater.  USA Gymnastics #RuleYourself _Ÿ‡º_Ÿ‡¸,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154310387261287/?type=3,https://www.facebook.com/Underarmour/posts/10154310387261287:0,2016-08-15T15:58:48+0000,photo,Timeline Photos,8741241286_10154310387261287,4,391,NONE,372,FALSE,FALSE,ranked,36,FALSE,,
Natasha Hastings' parents were competitive sprinters. Her rule: It starts with family. #RuleYourself _Ÿ‡º_Ÿ‡¸,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154308497566287/?type=3,https://www.facebook.com/Underarmour/posts/10154308497566287:0,2016-08-14T22:02:53+0000,photo,Timeline Photos,8741241286_10154308497566287,12,563,NONE,531,FALSE,FALSE,ranked,35,FALSE,,
Rule: Soar beyond constraints. USA Gymnastics #RuleYourself _Ÿ‡º_Ÿ‡¸,https://www.facebook.com/Underarmour/photos/a.92677861286.118893.8741241286/10154308320216287/?type=3,https://www.facebook.com/Underarmour/posts/10154308320216287:0,2016-08-14T20:32:55+0000,photo,Timeline Photos,8741241286_10154308320216287,1,339,NONE,323,FALSE,FALSE,ranked,19,FALSE,,
"â˜€ï¸è_Ÿ•¶_Ÿ‡§_Ÿ‡·_Ÿ‘_   To be the best, you train with the best. The champ Anthony Joshua did work this morning with Junior dos Santos Cigano in Rio.   Follow the champ's story on Snapchat _Ÿ‘» @ underarmour.",https://www.facebook.com/Underarmour/photos/a.10152521975821287.1073741932.8741241286/10154307897446287/?type=3,https://www.facebook.com/Underarmour/posts/10154307896386287,2016-08-14T17:55:42+0000,photo,,8741241286_10154307896386287,3,390,NONE,373,FALSE,FALSE,ranked,26,FALSE,,
Rule: Attention to detail matters. USA Gymnastics #RuleYourself,https://www.facebook.com/Underarmour/videos/10154307633946287/,https://www.facebook.com/Underarmour/videos/10154307633946287/,2016-08-14T16:07:15+0000,video,,8741241286_10154307633946287,17,723,NONE,680,FALSE,FALSE,ranked,19,FALSE,,
Anthony Joshua x UA Beach Workout in Rio,https://www.facebook.com/Underarmour/videos/10154307101971287/,https://www.facebook.com/Underarmour/videos/10154307101971287/,2016-08-14T12:18:29+0000,video,,8741241286_10154307101971287,32,975,NONE,916,FALSE,FALSE,ranked,46,FALSE,,
