message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
Our latest Kicks of the Week channel the soul of the '70s. The Air Max 1 Night Track drops December 28th on http://nike.com/sportswear.   Get familiar with the Air Max 1 Night Track before it's available: http://swoo.sh/19II8Qj,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152080232964114/?type=3,https://www.facebook.com/nikesportswear/posts/10152080233034114:0,2013-12-23T18:40:04+0000,photo,Timeline Photos,20825389113_10152080232964114,71,1277,NONE,1277,FALSE,FALSE,chronological,10,FALSE,,
This just in from Area 72: Highly confidential information regarding our latest Kicks of the Week. Available December 20th.     Read the latest Nike Space Program (NSP) transmissions and explore the Air Foamposite Pro Area 72: http://swoo.sh/1didXOs,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152066345944114/?type=3,https://www.facebook.com/nikesportswear/posts/10152066346054114:0,2013-12-16T20:12:41+0000,photo,Timeline Photos,20825389113_10152066345944114,143,1335,NONE,1334,FALSE,FALSE,chronological,31,FALSE,,
Tiempo 94 is not just a sneaker. It's an attitude.   Explore the legend of Tiempo: http://swoo.sh/1cDW5zF  Now available at http://nike.com/sportswear.,https://www.facebook.com/nikesportswear/photos/a.10152059301964114.1073741911.20825389113/10152059302139114/?type=3,https://www.facebook.com/nikesportswear/posts/10152059311069114,2013-12-13T20:25:49+0000,photo,We Are Tiempo,20825389113_10152059302139114,11,59,NONE,59,FALSE,FALSE,ranked,0,FALSE,,
"1994 was the summer that soccer became football. Ten players took to the pitch in Pasadena in a boot from a then fledgling football brand. The boot was the Tiempo. Almost 20 years since that summer, the Tiempo has become a hallmark for leadership, rebellion, and confidence on the pitch and today, makes its off-pitch debut in the Tiempo 94.  Explore the legend of Tiempo: http://swoo.sh/1cDW5zF  Now available at http://nike.com/sportswear.",https://www.facebook.com/nikesportswear/photos/a.10152056957279114.1073741910.20825389113/10152056957364114/?type=3,https://www.facebook.com/nikesportswear/posts/10152056999199114,2013-12-12T18:39:08+0000,photo,Introducing Tiempo 94,20825389113_10152056957364114,30,108,NONE,108,FALSE,FALSE,chronological,6,FALSE,,
Underestimate these Nike Tiempo players at your own risk.   December 12th. The legend returns.,https://www.facebook.com/nikesportswear/photos/a.10152052790184114.1073741909.20825389113/10152052790369114/?type=3,,2013-12-10T20:22:47+0000,photo,Who You Calling....,20825389113_10152052790369114,14,57,NONE,57,FALSE,FALSE,ranked,0,FALSE,,
Nike Air and Lunarlon technology have been packaged into the Air Max Lunar90 for premium comfort every step of the way. This is the next chapter in Air Max history. This is Air Superiority.    Explore men's Air Max Lunar90: http://swoo.sh/1bhM0DA  Look for the Air Max Lunar90 to be available January 3rd at http://nike.com/sportswear and select retailers worldwide.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152050416234114/?type=3,https://www.facebook.com/nikesportswear/posts/10152050416329114:0,2013-12-09T19:53:35+0000,photo,Timeline Photos,20825389113_10152050416234114,261,2904,NONE,2904,FALSE,FALSE,chronological,52,FALSE,,
Welcome to Air Superiority. Nike Air and Lunarlon cushioning have been boldly integrated in the Air Max Lunar90 for ultimate lightweight comfort. Every element in this groundbreaking design has been re-imagined to achieve premium comfort. This is the next chapter in the history of Air Max.   Explore men's Air Max Lunar90: http://swoo.sh/1bhM0DA Explore women's Air Max Lunar90 http://swoo.sh/1cXvews  Look for the Air Max Lunar90 to be available January 3rd at http://nike.com/sportswear and select retailers worldwide.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152034369999114/?type=3,https://www.facebook.com/nikesportswear/posts/10152034370189114:0,2013-12-04T20:44:30+0000,photo,Timeline Photos,20825389113_10152034369999114,88,1167,NONE,1167,FALSE,FALSE,chronological,10,FALSE,,
"All gum everything. Get the story behind our latest Kicks of the Week, the KD VI EXT, before they drop: http://swoo.sh/18jYnze  Available December 7th at http://nike.com/sportswear and select retailers.",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152031804219114/?type=3,https://www.facebook.com/nikesportswear/posts/10152031804274114:0,2013-12-03T18:32:57+0000,photo,Timeline Photos,20825389113_10152031804219114,144,1672,NONE,1672,FALSE,FALSE,chronological,30,FALSE,,
"Nike Air and Lunarlon have been boldly integrated in the Air Max Lunar90, resulting in the ultimate in lightweight comfort. Every element in this groundbreaking design has been re-imagined to achieve premium comfort. This is the next chapter in the history of Air Max. This is Air Superiority.  We bring you the new Air Max Lunar90 in two of your favorite classic colorways -- infrared and concord. A limited quantity are available now exclusively on http://nike.com/sportswear.",https://www.facebook.com/nikesportswear/photos/a.10152028268304114.1073741908.20825389113/10152028268779114/?type=3,https://www.facebook.com/nikesportswear/posts/10152028290804114,2013-12-02T05:22:37+0000,photo,Air Max Lunar90. Ultimate Lightweight Comfort.,20825389113_10152028268779114,126,163,NONE,163,FALSE,FALSE,chronological,8,FALSE,,
The next chapter in Air Max history.,http://youtu.be/-jgGPtG0SVY,https://www.facebook.com/nikesportswear/posts/10152024881524114,2013-11-30T19:03:47+0000,video,Air Superiority,20825389113_10152024881524114,20,308,NONE,308,FALSE,FALSE,chronological,6,FALSE,,
Step into stealth mode with our collection of SneakerBoots. All styles now available in black at http://nike.com/sportswear.  Get the story on the SneakerBoots Collection: http://swoo.sh/IwgIC0,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152022802844114/?type=3,https://www.facebook.com/nikesportswear/posts/10152022802979114:0,2013-11-29T18:51:59+0000,photo,Timeline Photos,20825389113_10152022802844114,81,1388,NONE,1388,FALSE,FALSE,chronological,12,FALSE,,
KD VI NSW Lifestyle. Black / White / Gamma Blue. Featuring black leather and boot-inspired accents. Available November 29th at http://nike.com/sportswear.     Get the story before they hit the streets: http://swoo.sh/1crAs3z,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152015575479114/?type=3,https://www.facebook.com/nikesportswear/posts/10152015575559114:0,2013-11-26T21:18:32+0000,photo,Timeline Photos,20825389113_10152015575479114,88,1304,NONE,1304,FALSE,FALSE,chronological,16,FALSE,,
Transform your sneaker game with the Air Trainer SC II Megatron. Dropping 11.26 on http://nike.com/sportswear.   Get the story behind the Air Trainer SC II Megatron: http://swoo.sh/1h0BV6n,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152012149189114/?type=3,https://www.facebook.com/nikesportswear/posts/10152012149419114:0,2013-11-25T18:40:31+0000,photo,Timeline Photos,20825389113_10152012149189114,163,1675,NONE,1675,FALSE,FALSE,chronological,30,FALSE,,
There's no rest in the wild so don't sleep on the Safari Pack. The Air Force 1 and Air Foamposite One drop November 27th on http://nike.com/sportswear.      Get the story behind the Safari Pack: http://swoo.sh/1hbynOz,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152009381589114/?type=3,https://www.facebook.com/nikesportswear/posts/10152009381659114:0,2013-11-24T20:58:50+0000,photo,Timeline Photos,20825389113_10152009381589114,100,1722,NONE,1722,FALSE,FALSE,chronological,27,FALSE,,
"Days off might be traditionally reserved for cartoons, cereal, and all sorts of goofing off, but for Paul Rodriguez III, the down time is a perfect opportunity to merge work and play.   Get the story about our day with P-Rod: http://swoo.sh/1aXxq3X  View the lookbook and shop Nike Tech Pack at http://nike.com/sportswear.",https://www.facebook.com/nikesportswear/photos/a.10152006604204114.1073741907.20825389113/10152006604614114/?type=3,https://www.facebook.com/nikesportswear/posts/10152006627969114,2013-11-23T18:31:54+0000,photo,Nights & Weekends: Paul Rodriguez III,20825389113_10152006604614114,16,197,NONE,197,FALSE,FALSE,chronological,6,FALSE,,
"Introduced in 1992, the Air Max 180 is the brainchild of legendary designer, Tinker Hatfield. The revolutionary design marked the first time you could see the Nike Air unit with 180 degrees of visibility.  Over the years the Air Max 180 has been reinterpreted, but for our Kicks of the Week, we've kept it strictly classic with two OG colorways.   For the story behind our latest Kicks of the Week: http://swoo.sh/17GxRVu Available at http://nike.com/sportswear on November 23rd.",https://www.facebook.com/nikesportswear/photos/a.10151994401154114.1073741906.20825389113/10151994401354114/?type=3,https://www.facebook.com/nikesportswear/posts/10151994473259114,2013-11-18T21:09:29+0000,photo,Kicks of the Week: Air Max 180 OG Pack,20825389113_10151994401354114,89,81,NONE,81,FALSE,FALSE,chronological,6,FALSE,,
The Lunar LDV SneakerBoot reinvents a pioneering running model from the 1970s for today's winter months. Now available in parachute gold: http://swoo.sh/1brG1yp #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151984450264114/?type=3,https://www.facebook.com/nikesportswear/posts/10151984451609114:0,2013-11-14T21:02:05+0000,photo,Timeline Photos,20825389113_10151984450264114,168,2257,NONE,2257,FALSE,FALSE,chronological,42,FALSE,,
"Your city. Your perspective. Your #sneakerboots.    No one knows your city quite the way you do. Nowâ€™s your chance to prove it. Snap a pic in your SneakerBoots. Tag #sneakerboots and share it on Instagram, Twitter, or Facebook. Show us your city the way you see it. Details: http://swoo.sh/HYBzOi",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151981752159114/?type=3,https://www.facebook.com/nikesportswear/posts/10151981752209114:0,2013-11-13T21:03:13+0000,photo,Timeline Photos,20825389113_10151981752159114,67,1059,NONE,1059,FALSE,FALSE,chronological,9,FALSE,,
"Once a humble kid from Akron, Ohio, LeBron James never forgets where he got and grew his game. Get the story behind the LBJ XI NSW Lifestyle ""King of the Streets"" before they arrive at select retailers November 16th: http://swoo.sh/1aD3aeG",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151979591804114/?type=3,https://www.facebook.com/nikesportswear/posts/10151979591884114:0,2013-11-12T22:26:29+0000,photo,Timeline Photos,20825389113_10151979591804114,125,1535,NONE,1535,FALSE,FALSE,chronological,30,FALSE,,
"Our latest Kicks of the Week are for refined tastes only. The Air Trainer 1 Mid, with premium leather and brogue detailing, drops on November 15th at http://nike.com/sportswear. Get the story before they arrive: http://swoo.sh/1hAS7fI",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151977286849114/?type=3,https://www.facebook.com/nikesportswear/posts/10151977286879114:0,2013-11-11T22:21:04+0000,photo,Timeline Photos,20825389113_10151977286849114,147,2054,NONE,2054,FALSE,FALSE,chronological,23,FALSE,,
"#SEJAMAX, meaning ""be Max"" in Portuguese, celebrates Brazilian culture and the belief that to be seen you must stand out. It highlights select footwear offerings while showcasing national athletes with world-class talent. Whether you're on the pitch like David Luiz, riding a wave like Pedro Scooby, or hitting the sand like Maria Clara and Carol Salgado, you should always strive to be seen. Our accompanying Air Max Blue Reflective pack ensures you'll stand out, day or night. Be bold. Be Max.   The Air Max Blue Reflective collection is now available in select markets at www.nike.com/sportswear.",https://www.facebook.com/nikesportswear/photos/a.10151969059954114.1073741905.20825389113/10151969060264114/?type=3,https://www.facebook.com/nikesportswear/posts/10151969077094114,2013-11-07T20:27:45+0000,photo,Presenting #SEJAMAX,20825389113_10151969060264114,23,71,NONE,71,FALSE,FALSE,chronological,4,FALSE,,
"On a cold and crisp day in Cleveland, we spent a day off the court with three-year rising PG star, Kyrie Irving who might be the leagueâ€™s most devastating weapon off the bounce. A new season is upon us, but to know Kyrie, is to know that his season never truly ended.   Get the story behind our day with Kyrie: http://swoo.sh/14CKopB  View the lookbook and shop Nike Tech Pack at http://nike.com/sportswear.   #techpack",https://www.facebook.com/nikesportswear/photos/a.10151942232084114.1073741901.20825389113/10151942232759114/?type=3,https://www.facebook.com/nikesportswear/posts/10151942249499114,2013-10-31T00:47:33+0000,photo,Ghost of the North Coast: Kyrie Irving,20825389113_10151942232759114,15,16,NONE,16,FALSE,FALSE,ranked,0,FALSE,,
"Weâ€™ve taken four iconic silhouettes â€“ the Air Max 1, Dunk Sky Hi SneakerBoot, Roshe Run Hi SneakerBoot, and Air Revolution Sky Hi â€“ and wrapped them each in Liberty Londonâ€™s signature Bourton print.  Additional information on how the latest Nike x Liberty Collection came to be: http://swoo.sh/1eYLWgC  Available beginning in mid-November.",https://www.facebook.com/nikesportswear/photos/a.10151936233284114.1073741900.20825389113/10151936233639114/?type=3,https://www.facebook.com/nikesportswear/posts/10151936258029114,2013-10-28T16:17:19+0000,photo,Nike x Liberty Collection,20825389113_10151936233639114,128,81,NONE,81,FALSE,FALSE,ranked,0,FALSE,,
"The Womenâ€™s Air Revolution Sky Hi City Pack. Crafted of premium materials, each sneaker in this limited edition collection is as boldly original as the city that inspires it.  Available now: http://swoo.sh/1gPB3SS",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151929697349114/?type=3,https://www.facebook.com/nikesportswear/posts/10151929697434114:0,2013-10-26T12:16:38+0000,photo,Timeline Photos,20825389113_10151929697349114,327,3391,NONE,3390,FALSE,FALSE,chronological,55,FALSE,,
"Inspired by the necessity to be seen during night runs, the Nike Reflect Collectionâ€™s reflective elements allow muted all-black silhouettes to come to life when met with light for a bold statement. The Collection includes styles for both, men and women, including the Nike Air Max 1, Air Max 90, Air Max 95, and Air Max Thea.   Available beginning in November on http://nike.com/sportswear.",https://www.facebook.com/nikesportswear/photos/a.10151927497804114.1073741899.20825389113/10151927498929114/?type=3,https://www.facebook.com/nikesportswear/posts/10151927510409114,2013-10-25T16:23:46+0000,photo,Air Max Reflect Collection,20825389113_10151927498929114,125,69,NONE,69,FALSE,FALSE,chronological,1,FALSE,,
Wintertime refinement. The Nike Free Run 2 SneakerBoot pairs the grace of the Free Run 2 with boot-inspired additions.   Available now in volt: http://swoo.sh/19Br39i,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151925846674114/?type=3,https://www.facebook.com/nikesportswear/posts/10151925846964114:0,2013-10-24T20:54:28+0000,photo,Timeline Photos,20825389113_10151925846674114,144,2274,NONE,2274,FALSE,FALSE,chronological,34,FALSE,,
Flexibility has been rebooted just in time for winter. The Free Run 2 SneakerBoot brings the comfort of the Free Run to a fresh mid height.     Available now in black & white: http://swoo.sh/1eFAG91    Explore the entire SneakerBoots collection: http://swoo.sh/1fmcqLV     #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151919959249114/?type=3,https://www.facebook.com/nikesportswear/posts/10151919959484114:0,2013-10-22T20:53:04+0000,photo,Timeline Photos,20825389113_10151919959249114,243,3405,NONE,3404,FALSE,FALSE,chronological,49,FALSE,,
"Even when she's moving at top speed, it's easy to tell Allyson Felix blends toughness and elegance like few other track and field stars.   View the lookbook and shop Nike Tech Pack at http://nike.com/sportswear.   #techpack",https://www.facebook.com/nikesportswear/photos/a.10151917593279114.1073741896.20825389113/10151917594164114/?type=3,https://www.facebook.com/nikesportswear/posts/10151917605814114,2013-10-21T22:08:21+0000,photo,"Nike Tech Pack: Allyson Felix ""Elegant Dominance""",20825389113_10151917594164114,5,12,NONE,12,FALSE,FALSE,ranked,0,FALSE,,
"Celebrate the 10th anniversary of the Nike Women's Marathon in San Francisco with us. As part of the Nike Women's X Collection, the Roshe Run Hi SneakerBoot and Dunk Sky Hi honor all women who have run the race since 2004.   Now available in San Francisco. Available 10.20 at http://nike.com/sportswear.",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151908373119114/?type=3,https://www.facebook.com/nikesportswear/posts/10151908373214114:0,2013-10-17T20:11:14+0000,photo,Timeline Photos,20825389113_10151908373119114,30,471,NONE,471,FALSE,FALSE,chronological,7,FALSE,,
The Air Max 90 SneakerBoot. Re-imagining a classic staple of performance footwear for everyday living.   Now available in blue: http://swoo.sh/198eUbL  #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151906421074114/?type=3,https://www.facebook.com/nikesportswear/posts/10151906421179114:0,2013-10-16T21:26:48+0000,photo,Timeline Photos,20825389113_10151906421074114,292,3447,NONE,3447,FALSE,FALSE,chronological,61,FALSE,,
"Smart, simple, more fun.   Learn more about the new Nike+ FuelBand SE at http://nike.com/FuelBand",https://www.facebook.com/nikesportswear/photos/a.10151904120814114.1073741895.20825389113/10151904121064114/?type=3,https://www.facebook.com/nikesportswear/posts/10151904129779114,2013-10-15T20:13:08+0000,photo,Meet the new Nike+ FuelBand SE,20825389113_10151904121064114,117,76,NONE,76,FALSE,FALSE,chronological,5,FALSE,,
Minty clean. The Nike Free Run 2 SneakerBoot combines the Free Run's grace with boot-inspired additions for comfort in cold weather.  Now available in olive & mint: http://swoo.sh/1gfqqZ8  #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151901731129114/?type=3,https://www.facebook.com/nikesportswear/posts/10151901731209114:0,2013-10-14T19:11:25+0000,photo,Timeline Photos,20825389113_10151901731129114,153,2450,NONE,2450,FALSE,FALSE,chronological,47,FALSE,,
The Air Force 1 Duckboot. Offering a winterized approach on the classic AF1 silhouette while preserving the spirit of Uptown.     Now available in grey: http://swoo.sh/1egskEy    #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151897097329114/?type=3,https://www.facebook.com/nikesportswear/posts/10151897097389114:0,2013-10-12T16:40:39+0000,photo,Timeline Photos,20825389113_10151897097329114,232,3368,NONE,3368,FALSE,FALSE,chronological,57,FALSE,,
"SneakerBoots have arrived.    Over the past couple weeks, we've introduced you to eight distinctive styles of Nike SneakerBoots, all of which evolve your favorite Nike sneakers and make them ready for wintertime.    Available now on http://nike.com/sportswear. Tell us which SneakerBoots you copped in the comments below.     Men's Collection: http://swoo.sh/1g2HSzU    Women's Collection: http://swoo.sh/1ebcye9     #sneakerboots",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10151893242854114/?type=3,https://www.facebook.com/nikesportswear/posts/10151893243039114:0,2013-10-10T16:30:32+0000,photo,Timeline Photos,20825389113_10151893242854114,113,1350,NONE,1350,FALSE,FALSE,chronological,25,FALSE,,
Introduced in the 1970s. Reinvented for today. The Nike Lunar LDV SneakerBoot modernizes a pioneering running model for those looking to honor the past while making their own history.  Available 10.10 on http://nike.com/sportswear and at select retailers.  #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.10151889035134114.1073741894.20825389113/10151889035809114/?type=3,https://www.facebook.com/nikesportswear/posts/10151889047879114,2013-10-08T16:10:07+0000,photo,Men's Nike Lunar LDV SneakerBoot. Rugged Classic.,20825389113_10151889035809114,115,78,NONE,78,FALSE,FALSE,chronological,4,FALSE,,
Quilted protection for premium comfort. The Nike Roshe Run SneakerBoot blends the grace of the original Roshe Run with increased resilience for a snug fit.   Available 10.10 on http://nike.com/sportswear and at select retailers.   #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.10151887369029114.1073741893.20825389113/10151887369279114/?type=3,https://www.facebook.com/nikesportswear/posts/10151887485274114,2013-10-07T19:06:19+0000,photo,Men's Nike Roshe Run SneakerBoot. Quilted Utility.,20825389113_10151887369279114,142,114,NONE,114,FALSE,FALSE,chronological,2,FALSE,,
Roll down style. Curl up comfort. The Nike Roshe Run Hi SneakerBoot marries tradition and progression to create a fresh footwear experience.  Available on http://nike.com/sportswear at select retailers beginning in October.  #sneakerboots,https://www.facebook.com/nikesportswear/photos/a.10151879315699114.1073741892.20825389113/10151879316224114/?type=3,https://www.facebook.com/nikesportswear/posts/10151879331834114,2013-10-03T20:13:31+0000,photo,Women's Nike Roshe Run Hi SneakerBoot. Transformable Comfort.,20825389113_10151879316224114,111,37,NONE,37,FALSE,FALSE,ranked,0,FALSE,,
"Moving boldly through your day and into the night calls for a bold attitudeâ€”and bolder footwear. Both can be found in our Air Max Glow Collection. These striking designs let you be recognized at any hour, in any light.   Available on http://nike.com/sportswear and at select retailers Thursday, October 3rd.",https://www.facebook.com/nikesportswear/photos/a.10151876664139114.1073741891.20825389113/10151876664539114/?type=3,https://www.facebook.com/nikesportswear/posts/10151876671834114,2013-10-02T16:18:31+0000,photo,Presenting the Nike Glow Collection.,20825389113_10151876664539114,216,204,NONE,202,FALSE,FALSE,chronological,12,FALSE,,
"The pride of Seat Pleasant, Maryland, Kevin Durant will never forget his humble beginnings. A product of the people, KD grew inch-by-inch on his way to becoming the People's Champ.  Presenting the KD VI NSW Lifestyle -- People's Champ edition.  Available October 5th on http://nike.com/sportswear and at select Nike Sportswear retailers.",https://www.facebook.com/nikesportswear/photos/a.10151871043324114.1073741890.20825389113/10151871044184114/?type=3,https://www.facebook.com/nikesportswear/posts/10151871060834114,2013-09-30T00:41:03+0000,photo,KD VI NSW Lifestyle: People's Champ,20825389113_10151871044184114,115,119,NONE,119,FALSE,FALSE,chronological,15,FALSE,,
"Delivering the lightweight comfort of a sneaker with the rugged, insulated protection of a boot, the Nike LunarTerra Arktos is a modular solution to harsh conditions. This is the new and improved cold weather system of dress.  The ultimate winter boot. Coming in October to http://nike.com/sportswear.",https://www.facebook.com/nikesportswear/photos/a.10151868083249114.1073741889.20825389113/10151868084529114/?type=3,https://www.facebook.com/nikesportswear/posts/10151868098119114,2013-09-28T16:04:31+0000,photo,Introducing Nike LunarTerra Arktos,20825389113_10151868084529114,294,233,NONE,233,FALSE,FALSE,chronological,6,FALSE,,
