message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
Miami-inspired coloring. Posite detailing. Lil' Penny styling. The latest Lil' Penny Posite drops 7.12.  Explore the Lil' Penny Posite: http://swoo.sh/TMo4Y8,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152509871164114/?type=3,https://www.facebook.com/nikesportswear/posts/10152509967929114:0,2014-07-01T18:13:13+0000,photo,Timeline Photos,20825389113_10152509871164114,203,3005,NONE,3003,FALSE,FALSE,chronological,53,FALSE,"https://graph.facebook.com/v2.8/20825389113/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&__paging_token=enc_AdDJlFp5EXE9VnIo5uSW4DAwEqwVl7o6GPoDiKAPPWZAOkORyQtVzY3cxLbNZBOWUsUFvU33h2arCiKVbTFLLESDvn&since=1404238393&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&__previous=1","https://graph.facebook.com/v2.8/20825389113/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&__paging_token=enc_AdAE6WDdpmZCeayJDowSHDuc2RGGGOmuqOaCN65OZA3ZBGjWSFExTRSQYq2EvHdNhMx6LioX6ZB4VsoAvtF4NEYGPEHw&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&until=1389808140"
Introducing the Trophy Collection.   Legendary moments on the pitch require equally iconic footwear away from it. Stay laced for the big game in one of seven new championship-inspired designs.   Available July 10 at http://nike.com/sportswear.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152508405759114/?type=3,https://www.facebook.com/nikesportswear/posts/10152508406134114,2014-07-01T00:43:21+0000,photo,Photos from Nike Sportswear's post,20825389113_10152508406134114,77,1531,NONE,1531,FALSE,FALSE,chronological,24,FALSE,,
Reignite the revolution in the lightest Air Max 1 yet. Nikeâ€™s two most innovative cushioning technologies â€” Nike Air and Lunarlon â€” converge in the Air Max Lunar1. Available at http://nike.com/sportswear and select retailers.   Explore the new Air Max Lunar1: www.nike.com/airmax,https://www.facebook.com/nikesportswear/photos/a.10152502255884114.1073741950.20825389113/10152504776309114/?type=3,https://www.facebook.com/nikesportswear/posts/10152504778744114,2014-06-29T15:20:56+0000,photo,Nike Air Max Lunar1,20825389113_10152504776309114,163,138,NONE,138,FALSE,FALSE,chronological,7,FALSE,,
Reignite the revolution in the lightest Air Max 1 yet. Nikeâ€™s two most innovative cushioning technologies â€” Nike Air and Lunarlon â€” converge in the Air Max Lunar1. Available at http://nike.com/sportswear and select retailers.   Explore the new Air Max Lunar1: www.nike.com/airmax,https://www.facebook.com/nikesportswear/photos/a.10152502255884114.1073741950.20825389113/10152502256009114/?type=3,https://www.facebook.com/nikesportswear/posts/10152502338614114,2014-06-28T13:18:54+0000,photo,Nike Air Max Lunar1,20825389113_10152502256009114,163,182,NONE,182,FALSE,FALSE,chronological,3,FALSE,,
Reignite the revolution in the lightest Air Max 1 yet -- the Air Max Lunar1. Available beginning today at http://nike.com/sportswear and select retailers.,https://www.facebook.com/nikesportswear/videos/10152500501559114/,https://www.facebook.com/nikesportswear/videos/10152500501559114/,2014-06-27T17:34:29+0000,video,Nike Air Max Lunar1,20825389113_10152500501559114,90,732,NONE,732,FALSE,FALSE,chronological,22,FALSE,,
The lightest Air Max 1 yet. Coming June 27 to select retailers worldwide.,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152495713874114/?type=3,https://www.facebook.com/nikesportswear/posts/10152495714104114:0,2014-06-25T15:00:07+0000,photo,Timeline Photos,20825389113_10152495713874114,41,1358,NONE,1358,FALSE,FALSE,chronological,11,FALSE,,
"Introducing the Nike Sportswear Gold Hypervenom Collection.   Inspired by the new Hypervenom boot, worn on the pitch by the Brasilian phenom, the Collection wraps five legendary silhouettes in premium materials, with a touch of gold. Available July 26.   Explore the Collection: http://swoo.sh/1maXGO6",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152493461539114/?type=3,https://www.facebook.com/nikesportswear/posts/10152493461599114:0,2014-06-24T16:04:05+0000,photo,Timeline Photos,20825389113_10152493461539114,157,3750,NONE,3750,FALSE,FALSE,chronological,48,FALSE,,
"Without risk, there is no victory. #nikefc",https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152491826064114/?type=3,https://www.facebook.com/nikesportswear/posts/10152491826149114:0,2014-06-23T21:02:27+0000,photo,Timeline Photos,20825389113_10152491826064114,36,1293,NONE,1293,FALSE,FALSE,chronological,12,FALSE,,
"Behind every beautiful game, there's an untold story â€” until now. Together, with Dazed and Confused Magazine, we're bringing you the other side of the game, from all over the world, the Nike F.C. way. We don't just play it. We live it. Join us.    Explore Fever Pitch: http://www.dazeddigital.com/fever-pitch",https://www.facebook.com/nikesportswear/photos/a.10152489241774114.1073741949.20825389113/10152489241854114/?type=3,,2014-06-22T19:10:16+0000,photo,"Nike F.C. X Dazed Magazine Present ""Fever Pitch""",20825389113_10152489241854114,24,35,NONE,35,FALSE,FALSE,ranked,0,FALSE,,
Comfort has changed but the name remains. The Air Max Lunar90 combines the most innovative cushioning technologies -- Nike Air and Lunarlon -- in one street-ready silhouette.   Available now: http://swoo.sh/UROWae,https://www.facebook.com/nikesportswear/photos/a.170422069113.120009.20825389113/10152482676824114/?type=3,https://www.facebook.com/nikesportswear/posts/10152482676894114:0,2014-06-19T22:41:33+0000,photo,Timeline Photos,20825389113_10152482676824114,144,2489,NONE,2489,FALSE,FALSE,chronological,32,FALSE,,
