message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
Suede. Always classic. Always cool.,https://www.facebook.com/PUMA/videos/10154026328728216/,https://www.facebook.com/PUMA/videos/10154026328728216/,2016-03-12T17:01:42+0000,video,,56470448215_10154026328728216,63,295,NONE,285,FALSE,FALSE,ranked,11,FALSE,"https://graph.facebook.com/v2.8/56470448215/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&__paging_token=enc_AdCYocfIABR2MTaq4eRZCPM88WxDqJRt9l6M9qToS5Y0JxAtNWxwczQVvmOU3nyzIwIyKN87ffqgVzzxRwsGhmbfQ&since=1457802102&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&__previous=1","https://graph.facebook.com/v2.8/56470448215/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&__paging_token=enc_AdCA2r7HdLZB6vOhuCnKV0dwnZBuscwodiBJZANwvdieJyjySCLK0D2cGngKEDZAo07nh0lro6ZB2xlFvkb7opOFo9ELh&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&until=1445526009"
"Attention speed demons, it's time to lace up. #CHOOSESPEED",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154021894473216/?type=3,https://www.facebook.com/PUMA/posts/10154021894473216:0,2016-03-11T20:23:10+0000,photo,Timeline Photos,56470448215_10154021894473216,7,241,NONE,235,FALSE,FALSE,ranked,6,FALSE,,
"For all the little heroes who live among us, the PUMA x Superman collection.",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154016601678216/?type=3,https://www.facebook.com/PUMA/posts/10154016601678216:0,2016-03-10T15:05:07+0000,photo,Timeline Photos,56470448215_10154016601678216,18,206,NONE,199,FALSE,FALSE,ranked,6,FALSE,,
"Jamaican sprinter Asafa Powell is #ForeverFaster, and he has his eyes on Rio. See his story on PUMA Training.",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154011237863216/?type=3,https://www.facebook.com/PUMA/posts/10154011237863216:0,2016-03-08T14:03:10+0000,photo,Timeline Photos,56470448215_10154011237863216,11,232,NONE,228,FALSE,FALSE,ranked,13,FALSE,,
Blaze. Reborn with swagger to spare.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154003863628216/?type=3,https://www.facebook.com/PUMA/posts/10154003863628216:0,2016-03-05T15:45:07+0000,photo,Timeline Photos,56470448215_10154003863628216,46,471,NONE,457,FALSE,FALSE,ranked,16,FALSE,,
Now. Tomorrow. On match day. Every day. #CHOOSEPOWER,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154002253708216/?type=3,https://www.facebook.com/PUMA/posts/10154002253708216:0,2016-03-04T22:00:06+0000,photo,Timeline Photos,56470448215_10154002253708216,11,269,NONE,264,FALSE,FALSE,ranked,5,FALSE,,
Changing the game in footwear.  Push boundaries with The Trainer designed by Rihanna.  #FENTYxPUMA,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154000000653216/?type=3,https://www.facebook.com/PUMA/posts/10154000000653216:0,2016-03-03T23:00:12+0000,photo,Timeline Photos,56470448215_10154000000653216,134,1074,NONE,999,FALSE,FALSE,ranked,28,FALSE,,
"""The set was inspired by nature"" Rihanna on her stunning set for #FENTYxPUMA at #NYFW.",https://www.facebook.com/PUMA/videos/10153999178293216/,https://www.facebook.com/PUMA/videos/10153999178293216/,2016-03-03T16:04:11+0000,video,,56470448215_10153999178293216,774,3282,NONE,3083,FALSE,FALSE,ranked,56,FALSE,,
,https://www.facebook.com/PUMA/photos/a.10150651774633216.418760.56470448215/10153995495108216/?type=3,https://www.facebook.com/PUMA/posts/10153995495193216,2016-03-01T22:25:15+0000,photo,PUMA's cover photo,56470448215_10153995495108216,15,354,NONE,342,FALSE,FALSE,ranked,8,FALSE,,
One extra day this year to push harder. These training essentials will get you through. PUMA.com/Training,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10153992474053216/?type=3,https://www.facebook.com/PUMA/posts/10153992474053216:0,2016-02-29T16:55:06+0000,photo,Timeline Photos,56470448215_10153992474053216,43,475,NONE,456,FALSE,FALSE,ranked,15,FALSE,,
