message,link,permalink_url,created_time,type,name,id,share/count,reactions/summary/total_count,reactions/summary/viewer_reaction,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment,,
They play their games. You play with heart. The Basket Heart at PUMA.com.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154863648738216/?type=3,https://www.facebook.com/PUMA/posts/10154863648738216:0,2016-12-15T17:11:11+0000,photo,Timeline Photos,56470448215_10154863648738216,2,394,NONE,370,FALSE,FALSE,ranked,3,FALSE,"https://graph.facebook.com/v2.8/56470448215/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&since=1481821871&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&__paging_token=enc_AdDxwJNrXqauSy7ZB9dgZBY0ZAHQun511S1ihDsqZBIdjfvhtQjjYZAFTU9xLYrrgnXvFI1U9tpLRQfqwaoXLn0HV5yLz&__previous=1","https://graph.facebook.com/v2.8/56470448215/posts?fields=message,link,permalink_url,created_time,type,name,id,comments.limit%280%29.summary%28true%29,shares,likes.limit%280%29.summary%28true%29,reactions.limit%280%29.summary%28true%29&limit=100&access_token=1053491811442987|4bcc96fbefc5947e12b737decab00f44&until=1471571508&__paging_token=enc_AdAMBugQQTeSipgTiYycLnaDoXpogzcYxMSV8tnPQNuZC2K3lSi6xgvHaxzVBiub47iQBqTGNCP9ZCc2VgSdfKzX9i"
Don't forget who's boss. #DoYou,https://www.facebook.com/PUMA/videos/10154849908803216/,https://www.facebook.com/PUMA/videos/10154849908803216/,2016-12-12T14:45:14+0000,video,,56470448215_10154849908803216,36,605,NONE,580,FALSE,FALSE,ranked,13,FALSE,,
Millions of voices will tell you to give up. Doesn't matter. You know who comes first. #DoYou,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154846245443216/?type=3,https://www.facebook.com/PUMA/posts/10154846245443216:0,2016-12-11T16:42:08+0000,photo,Timeline Photos,56470448215_10154846245443216,47,2010,NONE,1915,FALSE,FALSE,ranked,6,FALSE,,
Bundle up with the #FENTYxPUMA AW16 Collection. PUMA.com/Rihanna,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154841371448216/?type=3,https://www.facebook.com/PUMA/posts/10154841371448216:0,2016-12-10T17:00:12+0000,photo,Timeline Photos,56470448215_10154841371448216,10,597,NONE,577,FALSE,FALSE,ranked,0,FALSE,,
Love Daniel Ricciardo's shoeys? Drop by https://twitter.com/pumamotorsport for the giveaway of the season. Red Bull Racing,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154838512613216/?type=3,https://www.facebook.com/PUMA/posts/10154838512613216:0,2016-12-09T20:17:04+0000,photo,Timeline Photos,56470448215_10154838512613216,31,820,NONE,784,FALSE,FALSE,ranked,9,FALSE,,
IGNITE evoKNIT: innovative streetwear design. All new colorways. Effortless cool. Shop now at PUMA.com.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154837660288216/?type=3,https://www.facebook.com/PUMA/posts/10154837660288216:0,2016-12-09T15:47:08+0000,photo,Timeline Photos,56470448215_10154837660288216,81,2224,NONE,2105,FALSE,FALSE,ranked,22,FALSE,,
They‰Ûªre back. The new #FENTYxPUMA Creepers are now available in velvet: PUMA.com/Rihanna.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154831250313216/?type=3,https://www.facebook.com/PUMA/posts/10154831250313216:0,2016-12-08T15:00:08+0000,photo,Timeline Photos,56470448215_10154831250313216,73,2032,NONE,1894,FALSE,FALSE,ranked,28,FALSE,,
The city never quits. So you never stop. #RunTheStreets in #IGNITEevoKnit.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154825753113216/?type=3,https://www.facebook.com/PUMA/posts/10154825753113216:0,2016-12-07T14:50:07+0000,photo,Timeline Photos,56470448215_10154825753113216,84,1985,NONE,1885,FALSE,FALSE,ranked,15,FALSE,,
Whose world? Yours. Whose life? Yours. There's no doubt about it when you #DoYou. Nomzamo Mbatha,https://www.facebook.com/PUMA/videos/10154815440773216/,https://www.facebook.com/PUMA/videos/10154815440773216/,2016-12-04T15:49:21+0000,video,,56470448215_10154815440773216,10,278,NONE,267,FALSE,FALSE,ranked,9,FALSE,,
,https://www.facebook.com/PUMARunning/photos/a.134161435986.134316.71468230986/10154705894040987/?type=3,https://www.facebook.com/PUMA/posts/10154813361398216,2016-12-03T21:46:28+0000,photo,PUMA Running,56470448215_10154813361398216,,642,NONE,629,FALSE,FALSE,ranked,5,FALSE,,
"Me, myself and I. Words to live by. #DoYou Nomzamo Mbatha",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154812811558216/?type=3,https://www.facebook.com/PUMA/posts/10154812811558216:0,2016-12-03T17:45:07+0000,photo,Timeline Photos,56470448215_10154812811558216,29,844,NONE,807,FALSE,FALSE,ranked,3,FALSE,,
Loyal Nico Rosberg fan? Head over to https://twitter.com/pumamotorsport to celebrate the new MERCEDES AMG PETRONAS World Champion in style. PUMA Motorsport,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154806405208216/?type=3,https://www.facebook.com/PUMA/posts/10154806405208216:0,2016-12-01T14:31:07+0000,photo,Timeline Photos,56470448215_10154806405208216,49,1088,NONE,1042,FALSE,FALSE,ranked,12,FALSE,,
Unstoppable attitude. Style that won‰Ûªt quit. The Weeknd in IGNITE evoKNIT. Available at PUMA.com.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154803545458216/?type=3,https://www.facebook.com/PUMA/posts/10154803545458216:0,2016-11-30T15:00:07+0000,photo,Timeline Photos,56470448215_10154803545458216,32,1395,NONE,1317,FALSE,FALSE,ranked,12,FALSE,,
Shoe of the year _ÙªÎ_Ù_ Rihanna accepts the Footwear News award in honor of The Creeper from #FENTYxPUMA at last night's #FNAA.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154803462813216/?type=3,https://www.facebook.com/PUMA/posts/10154803462813216:0,2016-11-30T14:07:37+0000,photo,Timeline Photos,56470448215_10154803462813216,42,1029,NONE,974,FALSE,FALSE,ranked,8,FALSE,,
The IGNITE evoKNIT is designed to be worn by gamechangers. Available at PUMA.com.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154794608508216/?type=3,https://www.facebook.com/PUMA/posts/10154794608508216:0,2016-11-27T15:00:07+0000,photo,Timeline Photos,56470448215_10154794608508216,31,1240,NONE,1178,FALSE,FALSE,ranked,4,FALSE,,
Uptown attitude. Downtown roots. The #Clyde Suits are ready for you at PUMA.com.,https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154791694918216/?type=3,https://www.facebook.com/PUMA/posts/10154791694918216:0,2016-11-26T14:19:04+0000,photo,Timeline Photos,56470448215_10154791694918216,74,1514,NONE,1421,FALSE,FALSE,ranked,35,FALSE,,
"You cannot change the past, so put your best foot forward and define your future. New York City Ballet #DoYou #PUMAWomen",https://www.facebook.com/PUMA/photos/a.284283718215.146847.56470448215/10154783453228216/?type=3,https://www.facebook.com/PUMA/posts/10154783453228216:0,2016-11-23T15:15:05+0000,photo,Timeline Photos,56470448215_10154783453228216,63,1262,NONE,1219,FALSE,FALSE,ranked,6,FALSE,,
